gvkey,fiscal_year,ticker,company_name,cik,accession_number,mdna_total_sentence_count,mdna_total_word_count,n_kept_sentences,n_ai_candidate_sentences,n_generic_ai_disclosure_sentences,n_substantive_ai_implementation_sentences,n_substantive_ai_risk_governance_sentences,n_substantive_ai_disclosure_sentences,ai_candidate_sentence_intensity,generic_ai_disclosure_sentence_intensity,substantive_ai_disclosure_sentence_intensity,substantive_ai_implementation_sentence_intensity,substantive_ai_risk_governance_sentence_intensity,ai_candidate_per_10000_words,generic_ai_disclosure_per_10000_words,substantive_ai_disclosure_per_10000_words,substantive_ai_implementation_per_10000_words,substantive_ai_risk_governance_per_10000_words,tic,conm,fyear,datadate,sic,naics,gsubind,log_assets,ROA,leverage,debt_at,sales_growth,rd_to_assets,capex_to_assets,intangibles_to_assets,tobin_q,prcc_f,csho,cash_ratio,ppe_ratio,log_emp,at,ni,lt,sale,xrd,capx,intan,future_ROA,future_sales_growth,future_earnings_growth,future_capex_to_assets,future_rd_to_assets,future_operating_performance,sector,tobin_q_winsorized,sales_growth_winsorized,future_sales_growth_winsorized,future_earnings_growth_winsorized,leverage_winsorized,post_ai,has_ai_candidate,has_generic_ai,has_substantive_ai,sample_valuation,sample_future_performance,momentum_12m,volatility_12m,momentum_12m_winsorized
1209.0,2023,APD,"Air Products and Chemicals, Inc.",2969.0,0000002969-23-000047,446,14007,446,19,6,13,0,13,0.0426008968609865,0.0134529147982062,0.0291479820627802,0.0291479820627802,0.0,13.56464624830442,4.283572499464554,9.281073748839866,9.281073748839866,0.0,APD,AIR PRODUCTS & CHEMICALS INC,2023,2023-09-30,2810,325120.0,15101040.0,10.373569303730264,0.0718756347160378,0.510653855167565,0.3447105694867589,-0.0077646354716268,0.00329974220764,0.1445637059604718,0.0373814545738614,2.47835887821264,283.4,222.2,0.0609077415826888,0.5763955940942114,3.1354942159291497,32002.5,2300.2,16342.2,12600.0,105.6,4626.4,1196.3,0.0967337635756268,-0.0396349206349206,0.6642900617337624,0.1717439974124817,0.0025319270441141,0.0967337635756268,Chemicals,2.47835887821264,-0.0077646354716268,-0.0396349206349206,0.6642900617337624,0.510653855167565,1,1,1,1,1,1,-0.107147779458422,0.0597070777690526,-0.107147779458422
1209.0,2024,APD,"Air Products and Chemicals, Inc.",2969.0,0000002969-24-000056,440,14044,440,13,4,9,0,9,0.0295454545454545,0.009090909090909,0.0204545454545454,0.0204545454545454,0.0,9.256622045001423,2.8481913984619767,6.408430646539447,6.408430646539447,0.0,APD,AIR PRODUCTS & CHEMICALS INC,2024,2024-09-30,2810,325120.0,15101040.0,10.585942777307103,0.0967337635756268,0.5281392610411729,0.379185133899016,-0.0396349206349206,0.0025319270441141,0.1717439974124817,0.030744467410915,2.201157795151436,297.74,222.372,0.075419587311053,0.6170270830280028,3.1354942159291497,39574.6,3828.2,20900.9,12100.6,100.2,6796.7,1216.7,-0.0096080078909874,-0.00523114556303,-1.1030510422652944,0.1710347179093754,0.002345376831184,-0.0096080078909874,Chemicals,2.201157795151436,-0.0396349206349206,-0.00523114556303,-1.1030510422652944,0.5281392610411729,1,1,1,1,1,1,0.2683192748312908,0.0626094634469393,0.2683192748312908
1209.0,2025,APD,"Air Products and Chemicals, Inc.",2969.0,0000002969-25-000055,534,16064,534,9,3,6,0,6,0.0168539325842696,0.0056179775280898,0.0112359550561797,0.0112359550561797,0.0,5.602589641434263,1.8675298804780875,3.735059760956175,3.735059760956175,0.0,APD,AIR PRODUCTS & CHEMICALS INC,2025,2025-09-30,2810,325120.0,15101040.0,10.62277751319727,-0.0096080078909874,0.5774473629732462,0.4482811529609469,-0.00523114556303,0.002345376831184,0.1710347179093754,0.0306238507531752,2.055892043497851,272.72,222.588,0.0452026936518954,0.6400906002265006,3.05870707271538,41059.5,-394.5,23709.7,12037.3,96.3,7022.6,1257.4,,,,,,,Chemicals,2.055892043497851,-0.00523114556303,,,0.5774473629732462,1,1,1,1,1,0,,,
1327.0,2019,SWKS,"Skyworks Solutions, Inc.",4127.0,0000004127-19-000049,85,3330,85,6,0,6,0,6,0.0705882352941176,0.0,0.0705882352941176,0.0705882352941176,0.0,18.01801801801802,0.0,18.01801801801802,18.01801801801802,0.0,SWKS,SKYWORKS SOLUTIONS INC,2019,2019-09-30,3674,334413.0,45301020.0,8.484587351667322,0.1763782130754607,0.1482147284899578,0.0,-0.1269906928645294,0.0876312091908422,0.0823208529630547,0.2681419952062154,2.933656707165881,79.25,170.1,0.2179105711215802,0.2491114968179188,2.19722457733622,4839.6,853.6,717.3,3376.8,424.1,398.4,1297.7,0.1595550942878963,-0.0062485193082209,-0.0454545454545455,0.0762527659741124,0.09279965535473,0.1595550942878963,Electrical_Equipment,2.933656707165881,-0.1269906928645294,-0.0062485193082209,-0.0454545454545455,0.17702216338048,0,1,0,1,1,1,0.3728364787134787,0.1200231732398714,0.3728364787134787
1327.0,2020,SWKS,"Skyworks Solutions, Inc.",4127.0,0000004127-20-000058,70,2764,70,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SWKS,SKYWORKS SOLUTIONS INC,2020,2020-09-30,3674,334413.0,45301020.0,8.538308682020313,0.1595550942878963,0.1845614584761196,0.0350324084046448,-0.0062485193082209,0.09279965535473,0.0762527659741124,0.2434644682475963,4.902833532418196,145.5,165.6,0.1908864824642137,0.2775569350069516,2.302585092994046,5106.7,814.8,942.5,3355.7,473.9,389.4,1243.3,0.1744095358934661,0.5225139315195043,0.8388561610211095,0.0742430768156261,0.0619623546393192,0.1744095358934661,Electrical_Equipment,4.902833532418196,-0.0062485193082209,0.5225139315195043,0.8388561610211095,0.1845614584761196,0,0,0,0,1,1,0.4632240208990612,0.1125757372554409,0.4632240208990612
1327.0,2021,SWKS,"Skyworks Solutions, Inc.",4127.0,0000004127-21-000058,87,3252,87,10,3,7,0,7,0.1149425287356321,0.0344827586206896,0.0804597701149425,0.0804597701149425,0.0,30.75030750307503,9.22509225092251,21.52521525215252,21.52521525215252,0.0,SWKS,SKYWORKS SOLUTIONS INC,2021,2021-09-30,3674,334413.0,45301020.0,9.058435501762936,0.1744095358934661,0.3833913417998533,0.2808967837312442,0.5225139315195043,0.0619623546393192,0.0742430768156261,0.4511041009463722,3.5540449555915115,164.78,165.3,0.1187446890241773,0.1941285343452803,2.3978952727983707,8590.7,1498.3,3293.6,5109.1,532.3,637.8,3875.3,0.1437039374337939,0.07367246677497,-0.1489020890342387,0.0551511190245441,0.0696319502355248,0.1437039374337939,Electrical_Equipment,3.5540449555915115,0.5225139315195043,0.07367246677497,-0.1489020890342387,0.3833913417998533,0,1,1,1,1,1,0.0877958809959883,0.0745711109077954,0.0877958809959883
1327.0,2022,SWKS,"Skyworks Solutions, Inc.",4127.0,0000004127-22-000038,68,2877,68,10,1,9,0,9,0.1470588235294117,0.0147058823529411,0.1323529411764706,0.1323529411764706,0.0,34.758428919012864,3.4758428919012863,31.282586027111574,31.282586027111574,0.0,SWKS,SKYWORKS SOLUTIONS INC,2022,2022-09-30,3674,334413.0,45301020.0,9.090858393934145,0.1437039374337939,0.3836913160089252,0.2720931280849242,0.07367246677497,0.0696319502355248,0.0551511190245441,0.4081002501746715,1.9230830084067707,85.27,160.2,0.0660709053618517,0.2059771462056841,2.411439497906128,8873.8,1275.2,3404.8,5485.5,617.9,489.4,3621.4,0.1166292854854213,-0.1299972655181843,-0.229297365119197,0.0249563886218804,0.0720092088243321,0.1166292854854213,Electrical_Equipment,1.9230830084067707,0.07367246677497,-0.1299972655181843,-0.229297365119197,0.3836913160089252,0,1,1,1,1,1,-0.3555449834261744,0.1013014218699756,-0.3555449834261744
1327.0,2023,SWKS,"Skyworks Solutions, Inc.",4127.0,0000004127-23-000030,71,2853,71,6,2,4,0,4,0.0845070422535211,0.028169014084507,0.056338028169014,0.056338028169014,0.0,21.03049421661409,7.010164738871364,14.020329477742727,14.020329477742727,0.0,SWKS,SKYWORKS SOLUTIONS INC,2023,2023-09-30,3674,334413.0,45301020.0,9.039160515281065,0.1166292854854213,0.2781634566318962,0.1791092598526113,-0.1299972655181843,0.0720092088243321,0.0249563886218804,0.4033370121162495,2.1442682188757165,98.59,159.5,0.087151553989106,0.1893386497679993,2.277267285009756,8426.7,982.8,2344.0,4772.4,606.8,210.3,3398.8,0.0719519998068402,-0.1245494929176095,-0.3935693935693935,0.0189537986068354,0.0941170789419675,0.0719519998068402,Electrical_Equipment,2.1442682188757165,-0.1299972655181843,-0.1245494929176095,-0.3935693935693935,0.2781634566318962,1,1,1,1,1,1,0.03908938914035,0.097319584318415,0.03908938914035
1327.0,2024,SWKS,"Skyworks Solutions, Inc.",4127.0,0000004127-24-000131,68,2801,68,3,0,3,0,3,0.0441176470588235,0.0,0.0441176470588235,0.0441176470588235,0.0,10.710460549803642,0.0,10.710460549803642,10.710460549803642,0.0,SWKS,SKYWORKS SOLUTIONS INC,2024,2024-09-30,3674,334413.0,45301020.0,9.0219967187037,0.0719519998068402,0.2350029577583813,0.1449180882015622,-0.1245494929176095,0.0941170789419675,0.0189537986068354,0.3714944526939746,2.1416492219284584,98.77,159.9,0.1886566947955525,0.1776948800598795,2.312535423847214,8283.3,596.0,1946.6,4178.0,779.6,157.0,3077.2,0.0602627257799671,-0.0218046912398276,-0.1994966442953019,0.0246305418719211,0.099216875078944,0.0602627257799671,Electrical_Equipment,2.1416492219284584,-0.1245494929176095,-0.0218046912398276,-0.1994966442953019,0.2350029577583813,1,1,0,1,1,1,-0.0779740664939484,0.094249001679304,-0.0779740664939484
1327.0,2025,SWKS,"Skyworks Solutions, Inc.",4127.0,0000004127-25-000085,76,2953,76,6,1,5,0,5,0.0789473684210526,0.0131578947368421,0.0657894736842105,0.0657894736842105,0.0,20.31832035218422,3.3863867253640367,16.931933626820182,16.931933626820182,0.0,SWKS,SKYWORKS SOLUTIONS INC,2025,2025-09-30,3674,334413.0,45301020.0,8.976767625171433,0.0602627257799671,0.2728179866110901,0.1519641278261967,-0.0218046912398276,0.099216875078944,0.0246305418719211,0.3771251736768978,1.7186846027535685,76.98,148.7,0.1735758494379184,0.1751926234684855,2.302585092994046,7917.0,477.1,2159.9,4086.9,785.5,195.0,2985.7,,,,,,,Electrical_Equipment,1.7186846027535685,-0.0218046912398276,,,0.2728179866110901,1,1,1,1,1,0,,,
28192.0,2019,HWM,Howmet Aerospace Inc.,4281.0,0000004281-19-000031,719,24250,719,30,7,14,9,23,0.0417246175243393,0.0097357440890125,0.0319888734353268,0.019471488178025,0.0125173852573018,12.371134020618555,2.88659793814433,9.484536082474229,5.77319587628866,3.711340206185567,HWM,HOWMET AEROSPACE INC,2019,2019-12-31,3728,336413.0,20101010.0,9.77440339912459,0.0267379679144385,0.7371145750369781,0.3529980657640232,0.0099629945915172,0.0039822505404482,0.0333371259528956,0.293036750483559,1.4948201359654112,30.77,432.855,0.0968824667197633,0.3251223119808852,3.730501128804756,17578.0,470.0,12957.0,14192.0,70.0,586.0,5151.0,0.0228087040111858,-0.6294391206313416,-0.4446808510638297,0.0233330420344315,0.001485624399196,0.0228087040111858,Transportation_Equipment,1.4948201359654112,0.0099629945915172,-0.4433206144676357,-0.4446808510638297,0.7371145750369781,0,1,1,1,1,1,0.4493945266160113,0.1020629215640127,0.4493945266160113
28192.0,2020,HWM,Howmet Aerospace Inc.,4281.0,0000004281-20-000038,374,12758,374,15,6,6,3,9,0.0401069518716577,0.0160427807486631,0.0240641711229946,0.0160427807486631,0.0080213903743315,11.757328734911429,4.702931493964571,7.054397240946857,4.702931493964571,2.351465746982285,HWM,HOWMET AEROSPACE INC,2020,2020-12-31,3728,336413.0,20101010.0,9.345133468317714,0.0228087040111858,0.6874071484750502,0.4555623525299309,-0.6294391206313416,0.001485624399196,0.0233330420344315,0.4083719304378223,1.7671185213667744,28.54,432.906,0.1407847592414576,0.2379620728829852,2.9806186357439426,11443.0,261.0,7866.0,5259.0,17.0,267.0,4673.0,0.0252470887562383,-0.0545731127590796,-0.0114942528735632,0.0194735296995792,0.0016635678637831,0.0252470887562383,Transportation_Equipment,1.7671185213667744,-0.4317289679519076,-0.0545731127590796,-0.0114942528735632,0.6874071484750502,0,1,1,1,1,1,-0.2417314416058508,0.2038868968917608,-0.2417314416058508
28192.0,2021,HWM,Howmet Aerospace Inc.,4281.0,0000004281-21-000049,357,11360,357,3,0,2,1,3,0.0084033613445378,0.0,0.0084033613445378,0.0056022408963585,0.0028011204481792,2.640845070422535,0.0,2.640845070422535,1.7605633802816902,0.8802816901408451,HWM,HOWMET AEROSPACE INC,2021,2021-12-31,3728,336413.0,20101010.0,9.23200401161221,0.0252470887562383,0.656717878461689,0.4252862315295038,-0.0545731127590796,0.0016635678637831,0.0194735296995792,0.4517076034837068,1.9701982933750857,31.83,421.692,0.0706527057442019,0.2519816028965652,2.990719731730447,10219.0,258.0,6711.0,4972.0,17.0,199.0,4616.0,0.0457337883959044,0.1389782783588093,0.8178294573643411,0.0188200877620672,0.0031204290589956,0.0457337883959044,Transportation_Equipment,1.9701982933750857,-0.0545731127590796,0.1389782783588093,0.8178294573643411,0.656717878461689,0,1,0,1,1,1,0.2006710645469718,0.1061302753087621,0.2006710645469718
28192.0,2022,HWM,Howmet Aerospace Inc.,4281.0,0000004281-22-000004,345,11377,345,6,0,5,1,6,0.017391304347826,0.0,0.017391304347826,0.0144927536231884,0.0028985507246376,5.273798013536082,0.0,5.273798013536082,4.394831677946734,0.878966335589347,HWM,HOWMET AEROSPACE INC,2022,2022-12-31,3728,336413.0,20101010.0,9.235520670506482,0.0457337883959044,0.6488542174549,0.4170648464163822,0.1389782783588093,0.0031204290589956,0.0188200877620672,0.4421257922964408,2.2327672891272545,39.41,412.155,0.0772306192101413,0.2382252559726962,3.0633909220278057,10255.0,469.0,6654.0,5663.0,32.0,193.0,4534.0,0.0733601841196777,0.1725233974924951,0.6311300639658849,0.0210011507479861,0.003452243958573,0.0733601841196777,Transportation_Equipment,2.2327672891272545,0.1389782783588093,0.1725233974924951,0.6311300639658849,0.6488542174549,0,1,0,1,1,1,0.342815050269568,0.1077337646088164,0.342815050269568
28192.0,2023,HWM,Howmet Aerospace Inc.,4281.0,0000004281-23-000004,362,12056,362,12,3,8,1,9,0.0331491712707182,0.0082872928176795,0.0248618784530386,0.0220994475138121,0.0027624309392265,9.953550099535502,2.4883875248838754,7.465162574651626,6.635700066357001,0.8294625082946251,HWM,HOWMET AEROSPACE INC,2023,2023-12-31,3728,336413.0,20101010.0,9.252249775053391,0.0733601841196777,0.6128691983122363,0.3677598772535481,0.1725233974924951,0.003452243958573,0.0210011507479861,0.4353663214422708,2.740270970464135,54.12,409.914,0.0584963559647103,0.2355197545070962,3.1441522786722644,10428.0,765.0,6391.0,6640.0,36.0,219.0,4540.0,0.1098013119117786,0.1189759036144578,0.5098039215686274,0.0305162087650917,0.0031371803403365,0.1098013119117786,Transportation_Equipment,2.740270970464135,0.1725233974924951,0.1189759036144578,0.5098039215686274,0.6128691983122363,1,1,1,1,1,1,0.4014296966307177,0.0783767105163011,0.4014296966307177
28192.0,2024,HWM,Howmet Aerospace Inc.,4281.0,0000004281-24-000007,355,11790,355,14,4,9,1,10,0.0394366197183098,0.0112676056338028,0.028169014084507,0.0253521126760563,0.0028169014084507,11.874469889737066,3.392705682782019,8.481764206955047,7.633587786259542,0.8481764206955047,HWM,HOWMET AEROSPACE INC,2024,2024-12-31,3728,336413.0,20101010.0,9.260938424739274,0.1098013119117786,0.5670691130335583,0.3299743321608518,0.1189759036144578,0.0031371803403365,0.0305162087650917,0.4263713280730107,4.782487733624869,109.37,405.431,0.0537123300693982,0.2415628862059131,3.175132901920282,10519.0,1155.0,5965.0,7430.0,33.0,321.0,4485.0,0.1348957867430002,0.1106325706594885,0.3056277056277056,0.0405224080865909,0.0033097772609356,0.1348957867430002,Transportation_Equipment,4.782487733624869,0.1189759036144578,0.1106325706594885,0.3056277056277056,0.5670691130335583,1,1,1,1,1,1,1.2569792219555571,0.1126105734204534,1.2171606859051176
28192.0,2025,HWM,Howmet Aerospace Inc.,4281.0,0000004281-25-000011,342,11712,342,12,4,7,1,8,0.0350877192982456,0.0116959064327485,0.023391812865497,0.0204678362573099,0.0029239766081871,10.245901639344265,3.4153005464480874,6.830601092896175,5.976775956284153,0.8538251366120219,HWM,HOWMET AEROSPACE INC,2025,2025-12-31,3728,336413.0,20101010.0,9.321792297270326,0.1348957867430002,0.521155738438143,0.2874139010644959,0.1106325706594885,0.0033097772609356,0.0405224080865909,0.4006619554521871,7.886782128991859,205.02,401.621,0.0664639055371679,0.2464442257804812,3.2359295794340284,11179.0,1508.0,5826.0,8252.0,37.0,453.0,4479.0,,,,,,,Transportation_Equipment,7.886782128991859,0.1106325706594885,,,0.521155738438143,1,1,1,1,1,0,,,
